WORKSHEET,CATEGORY,SUBCATEGORY,DATA_TYPE,96_FIELD_NAME,10_FIELD_NAME,FIELD DESCRIPTION ,WKSHT CD,LINE,COLUMN
2552-10 WORKSHEET E-76,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C3_19,,E40A180,01900,00300
2552-10 WORKSHEET E-77,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C3_20,,E40A180,02000,00300
2552-10 WORKSHEET E-78,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C3_21,,E40A180,02100,00300
2552-10 WORKSHEET E-79,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C3_22,,E40A180,02200,00300
2552-10 WORKSHEET E-80,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C3_23,,E40A180,02300,00300
2552-10 WORKSHEET E-81,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C3_24,,E40A180,02400,00300
2552-10 WORKSHEET E-82,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C3_25,,E40A180,02500,00300
2552-10 WORKSHEET E-83,CALCULATION OF DIRECT GME,,NUMERIC,,E4_C3_31,,E40A180,03100,00300
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_1                   ,Cash on Hand and in Banks,G000000,00100,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_2                   ,Temporary Investments,G000000,00200,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_3                   ,Notes Receivable,G000000,00300,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_4                   ,Accounts Receivable,G000000,00400,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_5                   ,,G000000,00500,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_6                   ,Less: Allowances for uncollectible notes and accounts receivable,G000000,00600,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_7                   ,Inventory,G000000,00700,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_8                   ,Prepaid expenses,G000000,00800,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_9                   ,Other Current Assets,G000000,00900,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_10                  ,,G000000,01000,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_11                  ,Total Current Assets,G000000,01100,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_12                  ,Land,G000000,01200,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_13                  ,Land Improvements,G000000,01300,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_14                  ,,G000000,01400,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_15                  ,Buildings,G000000,01500,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_16                  ,,G000000,01600,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_17                  ,Leasehold Improvements,G000000,01700,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_18                  ,,G000000,01800,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_19                  ,Fixed Equipment,G000000,01900,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_20                  ,,G000000,02000,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_21                  ,,G000000,02100,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_22                  ,,G000000,02200,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_23                  ,Major Movable Equipment,G000000,02300,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_24                  ,,G000000,02400,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_25                  ,Minor Equipment Depreciable,G000000,02500,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_26                  ,,G000000,02600,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_27                  ,Health Information Technology Designated Assets,G000000,02700,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_28                  ,,G000000,02800,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_29                  ,,G000000,02900,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_30                  ,Total Fixed Assets,G000000,03000,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_31                  ,Investments,G000000,03100,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_32                  ,,G000000,03200,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_33                  ,,G000000,03300,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_34                  ,Other Assets,G000000,03400,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_35                  ,Total Other Assets,G000000,03500,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_36                  ,Total Assets,G000000,03600,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_37                  ,Accounts Payable,G000000,03700,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_38                  ,"Salaries, Wages, and Fees Payable",G000000,03800,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_39                  ,Payroll taxes payable,G000000,03900,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_40                  ,Notes and Loans Payable (short term),G000000,04000,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_41                  ,Deferred Income,G000000,04100,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_42                  ,,G000000,04200,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_43                  ,,G000000,04300,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_44                  ,Other Current Liabilities,G000000,04400,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_45                  ,Total Current Liabilities,G000000,04500,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_46                  ,Mortgage Payable,G000000,04600,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_47                  ,Notes Payable,G000000,04700,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_48                  ,Unsecured Loans,G000000,04800,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_49                  ,Other Long-term Liabilities,G000000,04900,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_50                  ,Total Long-term Liabilities,G000000,05000,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_51                  ,Total Liabilities,G000000,05100,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_52                  ,General Fund Balance,G000000,05200,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_53                  ,Total Fund Balances,G000000,05300,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_54                  ,Total Liabilities and Fund Balances,G000000,05400,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_55                  ,,G000000,05500,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_56                  ,,G000000,05600,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_57                  ,,G000000,05700,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_58                  ,,G000000,05800,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_59                  ,,G000000,05900,00100
2552-10 WORKSHEET G,BALANCE SHEET,,ROLLUP,,G_C1THRU4_60                  ,,G000000,06000,00100
2552-10 WORKSHEET G-2,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_1,,G200000,00100,00100
2552-10 WORKSHEET G-3,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_2,,G200000,00200,00100
2552-10 WORKSHEET G-4,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_3,,G200000,00300,00100
2552-10 WORKSHEET G-5,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_4,,G200000,00400,00100
2552-10 WORKSHEET G-6,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_401,,G200000,00401,00100
2552-10 WORKSHEET G-7,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_5,,G200000,00500,00100
2552-10 WORKSHEET G-8,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_6,,G200000,00600,00100
2552-10 WORKSHEET G-9,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_7,,G200000,00700,00100
2552-10 WORKSHEET G-10,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_8,,G200000,00800,00100
2552-10 WORKSHEET G-11,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_9,,G200000,00900,00100
2552-10 WORKSHEET G-12,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_10,,G200000,01000,00100
2552-10 WORKSHEET G-13,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C1_11,,G200000,01100,00100
2552-10 WORKSHEET G-14,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C1_12,,G200000,01200,00100
2552-10 WORKSHEET G-15,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C1_13,,G200000,01300,00100
2552-10 WORKSHEET G-16,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C1_14,,G200000,01400,00100
2552-10 WORKSHEET G-17,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C1_15,,G200000,01500,00100
2552-10 WORKSHEET G-18,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_16,,G200000,01600,00100
2552-10 WORKSHEET G-19,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_17,,G200000,01700,00100
2552-10 WORKSHEET G-20,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_18,,G200000,01800,00100
2552-10 WORKSHEET G-21,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_19,,G200000,01900,00100
2552-10 WORKSHEET G-22,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C1_20,,G200000,02000,00100
2552-10 WORKSHEET G-23,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C1_21,,G200000,02100,00100
2552-10 WORKSHEET G-24,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C1_22,,G200000,02200,00100
2552-10 WORKSHEET G-25,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_23,,G200000,02300,00100
2552-10 WORKSHEET G-26,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C1_24,,G200000,02400,00100
2552-10 WORKSHEET G-27,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_25,,G200000,02500,00100
2552-10 WORKSHEET G-28,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C1_26,,G200000,02600,00100
2552-10 WORKSHEET G-29,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C1_27,,G200000,02700,00100
2552-10 WORKSHEET G-30,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_28,Inpatient Revenue,G200000,02800,00100
2552-10 WORKSHEET G-31,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C2_18,,G200000,01800,00200
2552-10 WORKSHEET G-32,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C2_19,,G200000,01900,00200
2552-10 WORKSHEET G-33,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C2_20,,G200000,02000,00200
2552-10 WORKSHEET G-34,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C2_21,,G200000,02100,00200
2552-10 WORKSHEET G-35,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C2_22,,G200000,02200,00200
2552-10 WORKSHEET G-36,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C2_23,,G200000,02300,00200
2552-10 WORKSHEET G-37,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C2_24,,G200000,02400,00200
2552-10 WORKSHEET G-38,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C2_25,,G200000,02500,00200
2552-10 WORKSHEET G-39,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C2_26,,G200000,02600,00200
2552-10 WORKSHEET G-40,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,ROLLUP,,G2_C2_27,,G200000,02700,00200
2552-10 WORKSHEET G-41,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C2_28,Outpatient Revenue,G200000,02800,00200
2552-10 WORKSHEET G-42,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_29,,G200000,02900,00100
2552-10 WORKSHEET G-43,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_30,,G200000,03000,00100
2552-10 WORKSHEET G-44,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_31,,G200000,03100,00100
2552-10 WORKSHEET G-45,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_32,,G200000,03200,00100
2552-10 WORKSHEET G-46,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_33,,G200000,03300,00100
2552-10 WORKSHEET G-47,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_34,,G200000,03400,00100
2552-10 WORKSHEET G-48,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_35,,G200000,03500,00100
2552-10 WORKSHEET G-49,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_36,,G200000,03600,00100
2552-10 WORKSHEET G-50,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_37,,G200000,03700,00100
2552-10 WORKSHEET G-51,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_38,,G200000,03800,00100
2552-10 WORKSHEET G-52,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_39,,G200000,03900,00100
2552-10 WORKSHEET G-53,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_40,,G200000,04000,00100
2552-10 WORKSHEET G-54,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C1_41,,G200000,04100,00100
2552-10 WORKSHEET G-55,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C2_36,,G200000,03600,00200
2552-10 WORKSHEET G-56,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C2_42,,G200000,04200,00200
2552-10 WORKSHEET G-57,STATEMENT OF PATIENT REVENUES AND OPERATING EXPENSES,,NUMERIC,,G2_C2_43,,G200000,04300,00200
2552-10 WORKSHEET G-3,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_1,Gross Revenue,G300000,00100,00100
2552-10 WORKSHEET G-4,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_2,Less Contractual Allowance and Discounts on Patients' Accounts,G300000,00200,00100
2552-10 WORKSHEET G-5,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_3,Net Patient Revenue,G300000,00300,00100
2552-10 WORKSHEET G-6,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_4,Total Operating Expense,G300000,00400,00100
2552-10 WORKSHEET G-7,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_5,Net Income from Service to Patients,G300000,00500,00100
2552-10 WORKSHEET G-8,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_6,,G300000,00600,00100
2552-10 WORKSHEET G-9,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_7,,G300000,00700,00100
2552-10 WORKSHEET G-10,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_8,,G300000,00800,00100
2552-10 WORKSHEET G-11,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_9,,G300000,00900,00100
2552-10 WORKSHEET G-12,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_10,,G300000,01000,00100
2552-10 WORKSHEET G-13,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_11,,G300000,01100,00100
2552-10 WORKSHEET G-14,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_12,,G300000,01200,00100
2552-10 WORKSHEET G-15,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_13,,G300000,01300,00100
2552-10 WORKSHEET G-16,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_14,,G300000,01400,00100
2552-10 WORKSHEET G-17,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_15,,G300000,01500,00100
2552-10 WORKSHEET G-18,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_16,,G300000,01600,00100
2552-10 WORKSHEET G-19,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_17,,G300000,01700,00100
2552-10 WORKSHEET G-20,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_18,,G300000,01800,00100
2552-10 WORKSHEET G-21,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_19,,G300000,01900,00100
2552-10 WORKSHEET G-22,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_20,,G300000,02000,00100
2552-10 WORKSHEET G-23,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_21,,G300000,02100,00100
2552-10 WORKSHEET G-24,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_22,,G300000,02200,00100
2552-10 WORKSHEET G-25,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_23,,G300000,02300,00100
2552-10 WORKSHEET G-26,STATEMENT OF REVENUES AND EXPENSES,,ROLLUP,,G3_C1_24,,G300000,02400,00100
2552-10 WORKSHEET G-27,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_25,Total Other Income,G300000,02500,00100
2552-10 WORKSHEET G-28,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_26,Total Income,G300000,02600,00100
2552-10 WORKSHEET G-29,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_27,,G300000,02700,00100
2552-10 WORKSHEET G-30,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_28,Total Other Expenses,G300000,02800,00100
2552-10 WORKSHEET G-31,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,G3_C1_29,Net Income,G300000,02900,00100
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C5_1,,H310181,00100,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C5_2,,H310181,00200,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C5_3,,H310181,00300,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C5_4,,H310181,00400,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C5_5,,H310181,00500,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C5_6,,H310181,00600,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C5_7,,H310181,00700,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C6_1,,H310181,00100,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C6_2,,H310181,00200,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C6_3,,H310181,00300,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C6_4,,H310181,00400,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C6_5,,H310181,00500,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C6_6,,H310181,00600,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C6_7,,H310181,00700,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C7_1,,H310181,00100,00700
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C7_2,,H310181,00200,00700
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C7_3,,H310181,00300,00700
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C7_4,,H310181,00400,00700
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C7_5,,H310181,00500,00700
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C7_6,,H310181,00600,00700
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C7_7,,H310181,00700,00700
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA1_C10_16,,H310181,01600,01000
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C5_1,,H320181,00100,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C5_2,,H320181,00200,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C5_3,,H320181,00300,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C5_4,,H320181,00400,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C5_5,,H320181,00500,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C5_6,,H320181,00600,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C5_7,,H320181,00700,00500
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C6_1,,H320181,00100,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C6_2,,H320181,00200,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C6_3,,H320181,00300,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C6_4,,H320181,00400,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C6_5,,H320181,00500,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C6_6,,H320181,00600,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C6_7,,H320181,00700,00600
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C7_1,,H320181,00100,00700
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C7_2,,H320181,00200,00700
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C7_3,,H320181,00300,00700
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C7_4,,H320181,00400,00700
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C7_5,,H320181,00500,00700
"2552-10 WORKSHEET H-3, PART I",STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,,H3_1_HHA2_C7_6,,H320181,00600,00700
